,tweet
1255,"@MsVickie2U @8NewsNow Yet in the most populated of places with locals and tourists, the casino...the Governor allow… https://t.co/l9ojUuHm68"
1256,@Hopespring4 @RealMattCouch You need to find the covid emergency act for your state. I live in Canada and mandates… https://t.co/9TDaugJ6od
1257,"Well Karma said hold my beer 

Ofc people will not admit their mistakes bt whatever

Atleast now for god's sake and… https://t.co/bu11qov65x"
1258,@varindersingh24 That's what I'm doing. A vaccinated person is at little risk of contracting COVID but could possib… https://t.co/b3tsgFKcGq
1259,"@JacobAl61171404 @CDCgov Unless you’re talking about surgical masks, for the most part masks do stop covid, but onl… https://t.co/zxWXTiK4kg"
1260,Guys I know that technically restrictions have been lifted but this isn’t over until there are 0 COVID cases. Pleas… https://t.co/vu5RlpGkwR
1261,@KGforNYC I’ve spent a couple hours each of the last two Saturdays passing out mask frames and Garcia literature to… https://t.co/bP4M4CwoWX
1262,I'm not discussing this vaccine shit anymore. Getting vaccines is not the problem.. the problem is people are still… https://t.co/S4liydi3cx
1263,#Covid is a #reality accept it &amp; follow set guidelines given #medical bodies &amp; #GOI #Ignorance can be #lethal be… https://t.co/XQqNP09dTE
1264,Ohio restaurant owner doesn't wear mask in her restaurant while taking orders &amp;serving food. CDC said saliva drople… https://t.co/Zhpo36Z0kk
1265,"The list of essentials remains the same, be it 2020 or 2021, protect yourselves and others from COVID-19.

Wear you… https://t.co/hHzO6N6TOW"
1266,"@RandPaul I think she wishes she had worn that mask. 

But this outrage is coming from a guy who went into a gym wh… https://t.co/C6nLOnQ0xe"
1267,"@RepThomasMassie You need to meet with the KENTUCKY FAMILIES THAT HAVE SUFFERED GREAT LOSS from Covid!! Yet, you MO… https://t.co/WhqLpcxsh5"
1268,@williamson_no @pukka1972 @Ansar71240106 @educationgovuk @UsforThemUK I'm supposed to wear my mic inside my mask? I… https://t.co/ZDlqbTlOav
1269,@thehill @DrMarcSiegel @TheHillOpinion This is the kind of bullshit that continues to drive the anti-mask sentiment… https://t.co/qMiTdtBB5j
1270,@sumanthraman @covid do u mean the enforcement is the reason for containment ?  here seeing most of the people with… https://t.co/1NJwEn7pS6
1271,It’s because of the Covid restrictions and mask mandates you dopes. https://t.co/em0SpyZyWd
1272,US musician https://t.co/37oFspGVm1 has designed the Xupermask which is a futuristic face mask that protects people… https://t.co/uq74vfnszb
1273,"#Wisconsin, we are surrounded by outbreaks. #PublicHealth measures work to protect us all. Keep that mask on, keep… https://t.co/KWYvWFSRv9"
1274,"@harvey_bone In Florida ""Zero Covid"" means eliminating covid in alligators, swamps must quarantine, mask mandates for the toothy bois"
1275,"@nuttybhoy1888 @JamieBrysonCPNI Seriously I think you are worse than the person sending it if you believe it. 

Rem… https://t.co/163h2pulCU"
1276,"There’s a full court press being done on the Brazilian populace in regards to covid fears

Common to see girls walk… https://t.co/nLWsJTa2pT"
1277,"Well my sister tested positive for Covid on Friday.  She is now heading to the hospital in a,ambulance.  She is hav… https://t.co/fYmLwPPD0f"
1278,@pixieskygoddess If wearing a mask helps stop the replication of the covid virus yes! 🐦
1279,My coworkers now piss me off for talking about how terrible covid is... but never wears their mask when around othe… https://t.co/g7BJtEzVLk
1280,"@breanna98_ @Groundfloorvid @FogCityMidge You realize that millions of people got covid, while wearing a mask."
1281,I remember reading an article where legislators in Cali were telling people to keep their mouths closed on roller c… https://t.co/suVyY8Kg16
1282,"Since the shows are all set to begin across the world, once again requesting everyone to take all Covid-19 precauti… https://t.co/tCLuCz1xA9"
1283,"@jkenney you feckless cunt. 

For almost a year we’ve been yelling at you to take school transmission of Covid seri… https://t.co/nlfXKOiP3J"
1284,"""Research commissioned by the HSE long before the [Covid-19] pandemic and showing the overwhelming superiority of F… https://t.co/lgcoKFbRzq"
1285,"This is getting out of control... Looking at the condition of medical infrastructure in the state of Bihar, these n… https://t.co/rE3hPugrer"
1286,"Compliance Duty For Covid-19 Mask Norm Higher For Advocates, Cannot Be An Ego Issue: Delhi HC https://t.co/ofUhD48Act"
1287,"Since the shows are all set to begin across the world, once again requesting everyone to take all Covid-19 precauti… https://t.co/y33DlC1tBI"
1288,@marloweKit @RationalWins @RealTina40 I wore a mask and still got Covid and you know what? along with a 99.7% of th… https://t.co/LDObFJNO2X
1289,Ferguson getting one of the benefits of Covid with that mask covering his big red nose! https://t.co/VnJJJVNQlv
1290,"@2gther_bangtan it does :(( i cant believe we're still stuck with covid, if only people wore their damn mask properly 😭😭"
1291,"Mask-wearing vs Face ID, a Covid story"
1292,"@Artphotog_Becca @Artphotog_Becca #mco335 
These information on social media are very important. A lot of people go… https://t.co/AzdGqrGb60"
1293,"@michaelglass17 @madlib99 @pantan @FBICleveland @iD3VYY That's true. But it's like holding back a racehorse, when y… https://t.co/KTLe8TcjTN"
1294,No surprise that extremist @RepDonBacon hid his covid diagnosis after mocking mask wearing and frequenting superspr… https://t.co/7xpfKTjMoU
1295,"Texas, Mississippi See Lowest COVID Cases in Practically a Year 1 Month After Raising Mask Required… https://t.co/j1Cw3xaFdA"
1296,@TheSnookerGuru Cheesy chips and HP. No baileys in my coffee as if she’d taken it off the shelf I might have caught… https://t.co/w3JipUCrzA
1297,"“It angered a lot of people, including myself,"" said Chief Moses Martin of the Tla-o-qui-aht First Nation, and a re… https://t.co/y257huP4fr"
1298,"@IrfanDhalla When Covid stats show it is safe.
This will require Testing / Contact Tracing &amp; Strict Lockdown until… https://t.co/QlgxJeKIN5"
1299,"At the dentist office that assured me they are still requiring masks, the receptionist who asked me Covid protocol… https://t.co/AoeXsr5ZVq"
1300,Doctors and nurses have lived with the worst of the devastation brought by COVID this last year. Sometimes it's all… https://t.co/9I8TUr69bk
1301,"As we are entering the second wave of COVID-19
Practice 7 simple steps to prevent its spread
 1. Wash your hands fr… https://t.co/1BeDpQFki0"
1302,"Be Bold - Wear a Mask 

If these athletes can get whomped, so can we:
https://t.co/FGleHpSGXQ https://t.co/NcSz3Ufzrj"
1303,@pixieskygoddess First is a Soviet poster from the 1960s saying wear a mask to stop the spread of flu. Even with va… https://t.co/zJ1ENOd1qP
1304,@HoneyTongueMuse Trump's Catholic CDC Director told us last year that if everyone wore a mask for six weeks we coul… https://t.co/b1WmTqjkz3
1305,Hassle Masks skill fully made for the lads just in time for our New Single release by https://t.co/Cr0DXXzf9n great… https://t.co/2kYmsPf7C8
1306,@rohini_sgh Maharastra had some of the toughest covid restrictions and mask policy yet Noida media will blame Uddha… https://t.co/maicgHIWjG
1307,"Clean your hands.Protect your health. 
Use a hand sanitizer with at least 60% alcohol to clean hands BEFORE and AFT… https://t.co/Y6MIqYp5Vl"
1308,@justdrew404 @clevelanddotcom Depends on if they have Covid or not.. .. less than 10% of the state has contacted it… https://t.co/UA5ZNogKLq
1309,@believeinthebin @Springbok1066 @LD_Sceptics Boris Johnson is imposing a dystopian 'new normal' of permanent state-… https://t.co/4xuPXYYXrU
1310,@JohnCornyn Chicago restaurants can't find workers because people are afraid of catching covid while waiting tables… https://t.co/NOGowlaczD
1311,"@KVandetti No I feel uncomfortable seeing all the easily lead wearing  mask which firstly don't stop virus, there i… https://t.co/xJ3ZOLfTIe"
1312,Take away message: Assume everyone is shedding virus (including you) and take precautions. Wear a mask even when ex… https://t.co/MGZ9nkfGy1
1313,"The new SMS is here. 

Haven't you heard?

The SMS to protect yourself and others from COVID:

S  - Social Distanci… https://t.co/pjqRmq2nTK"
1314,@RepAndraca This is more than just politically foul process: Wisconsin families will lose emergency food relief sta… https://t.co/rqm3lGE0KI
1315,Was in a bank earlier; chit chat about Covid beards &amp; my plan to get rid when vaccinated. Helpful banker suggested… https://t.co/H9jmy2MPS4
1316,@danmccay @BrambleJim There must be some distinction in your mind between a mask mandate and other mandates that yo… https://t.co/Xh3qgr9Lan
1317,"Due to rising covid cases In some parts lockdown, night curfew, etc. Limitation in gathering in marriage, funerals,… https://t.co/XZiaOsMVOL"
1318,"Covid is bad in Nagpur. Death toll more than 70 today. What you can do- WEAR MASK PROPERLY, Hand Hygiene and Self I… https://t.co/lrQ6quPZcH"
1319,"At Walmart for my second COVID-19 vaccine shot.  

The line is long, but that’s great.   Good to see so many people… https://t.co/jlZAeSFtu6"
1320,"The premise of punishment is to serve as a deterrent for future acts, excessive or not. Forgive me for having no sy… https://t.co/UDs2TLrYvS"
1321,@deletefor3ver @drainimpala Boris Johnson is a tyrant. He is imposing a dystopian 'new normal' of permanent state-e… https://t.co/sKTiwi5VhZ
1322,JSU recently announced that it administered 699 doses of Moderna’s COVID-19 vaccine in a clinic last week and that… https://t.co/qiZuQ7omHb
1323,"@sadXcomrade @ardent_4ng3l surely you could just go in with a covid mask, sunnies and a hat. grab what ever then hop the turnstiles"
1324,"""So weak it's funny"". That's Gov. Ducey on the Phoenix mayor Kate Gallego's handling of COVID-19. 

Tune in at 6:42… https://t.co/pVeGXJclsd"
1325,@funder I can hear the class action lawsuit now in the next 5 years....”Were  you a victim of the COVID vaccine of… https://t.co/eAuFjWmma2
1326,"@TweetrDon45th I don’t get this whole notion that everyone is walking around infected with COVID, but somehow you p… https://t.co/98JBjJCXBL"
1327,@WhiteHouse @un_gusanito COVID is living wild and free. Crossing our Southern border by the thousands and walking i… https://t.co/PpJ9Tpxz6p
1328,"Tussling with COVID-19 is not a game you want to play. Wear a mask, halt its spread.
Get your mask now at… https://t.co/uwdUGJYM7D"
1329,"@OnlyTruth2all @nileshrao18 @savans12 @ANI @BJP4India Our PM , HM and not them but most of the politicians includin… https://t.co/cmOTVndCl2"
1330,"@utpal_parashar Please do encourage people to wear mask, and follow covid appropriate behaviour."
1331,@Emily_Burns_V I tell all my patients they can take off their mask in my office.  They usually are grateful do so.… https://t.co/hVjcf0moq2
1332,"""When you compare sacrifices Greatest Generation made to defend citizens from Nazism w/how little some of today’s g… https://t.co/PD7XTs6yK7"
1333,"COVID vaccines reduce transmission, but still wear a mask, experts say https://t.co/ZBp8c91OcX"
1334,"India:1,26,789 newcases/685deaths on 8 April
#COVID19 appropriate behaviour as a preventive tool remains the best s… https://t.co/jQ5NhwgEAM"
1335,"@pophealthb @pixieskygoddess Any face covering IS better than none. It is best to wear double mask, but your idea t… https://t.co/J2pNV76YjE"
1336,"@Owen84276896 @pantan @FBICleveland @iD3VYY They've politicized lockdowns and mask wearing, people are getting angr… https://t.co/P9vaLbA0Ww"
1337,For COVID-19 prevention double masking is more effective than using a single mask.  https://t.co/pmshPj3EJo
1338,Cricket ke Bhagwaan without mask after discharged frm hospital as a covid patient.😳😳😳 https://t.co/Kln4ZwUcRY
1339,"@MaytasDeb I wear my mask, I social distance myself. Getting the vaccine makes it so that you don’t die from covid.… https://t.co/ifY9kL4IIT"
1340,"Let’s forget the fact that Rep. Perry doesn’t know how a Venn diagram works. 

1. He hasn’t taken COVID seriously a… https://t.co/KaXtbJdK40"
1341,"Post-COVID Grindr be like ""Mask 4 mask"""
1342,"@TheRealMugatu @joesmit78074521 @BostonGlobe 150+ million have and yet still. 

https://t.co/NfFEFVW9k4"
1343,"Lol went on a hike this morning. I shit you not, 2 people pass me with masks on.. I’m minding my business, didn’t s… https://t.co/YitBF0Pm0M"
1344,"@DrTomFrieden @Lynn_Henning I am more than one year into a relatively average case of Covid. A year of lung pain, s… https://t.co/8xhQrWrncR"
1345,"When enjoying Montgomery County's beautiful parks, be sure to keep the parks clean, wear your mask, and stay at lea… https://t.co/leXJFPft2n"
1346,"When enjoying Montgomery County's beautiful parks, be sure to keep the parks clean, wear your mask, and stay at lea… https://t.co/raZ0WfLpOk"
1347,The journalist asks @himantabiswa why he is not wearing a mask. Himanta counters saying there is no Covid in Assam… https://t.co/EGQnLl65ES
1348,@nadhimzahawi Boris J's tyrannical COVID restrictions will achieve absolutely nothing. Spaniards endured a particul… https://t.co/Vpb3y62vBZ
1349,Mask Fibers: Strange Alive Worm-Like Strands in COVID Swabs &amp; Masks https://t.co/5jwOEzL5Kd
